Gene,BaseMean,Log2FoldChange,Mean_Mock,Mean_Infected,Statistic,PValue,FDR,Significance
GGACT,4.340481017513247,-0.4123734750098311,4.546667755018163,4.134294280008332,-1.4357049816786853,0.17194452875204283,0.38776392689063066,Not Significant
LHX1,3.1430032800451357,-0.41242513935051184,3.3492158497203914,2.9367907103698796,-0.7588684957759891,0.4600988588026814,0.7044641761567844,Not Significant
TRIM16L,8.481051444461608,-0.41244040900070544,8.68727164896196,8.274831239961255,-0.36702832708737493,0.7187777556086364,0.8809288679233586,Not Significant
DEFB1,5.725260027836742,-0.41247411760586594,5.931497086639675,5.519022969033809,-0.2674245219459172,0.7934324985997264,0.9146564853616279,Not Significant
HSD11B2,3.1355478732553204,-0.41256109052679824,3.3418284185187193,2.929267327991921,-0.44204485114671116,0.6655129157604436,0.8498034632915409,Not Significant
FERMT1,7.113608318692198,-0.41268489170893297,7.319950764546665,6.907265872837732,-1.1440523794305673,0.28176039714322454,0.5273393221787107,Not Significant
ORAI3,7.488630864218028,-0.41269315151529007,7.694977439975673,7.282284288460383,-1.8052957511712728,0.09298489417880541,0.2623074789188741,Not Significant
GDE1,9.934023255075164,-0.41316634068077995,10.140606425415555,9.727440084734775,-4.8909909815668025,0.0002156514752563997,0.005781091539720951,Not Significant
HCG18,6.991799396527651,-0.41335743172422745,7.198478112389765,6.785120680665537,-1.4204047108764286,0.17601215193923034,0.39394421167876215,Not Significant
GNAZ,3.96647059200867,-0.4138918113137042,4.173416497665522,3.7595246863518175,-0.5951087970524843,0.560843449312399,0.7779371461781172,Not Significant
B4GALT2,8.06780285928279,-0.4141543796172922,8.274880049091434,7.860725669474142,-1.2779385488757569,0.2208274309096226,0.45378606950208733,Not Significant
TAF10,9.248486261348404,-0.41435442060281247,9.45566347164981,9.041309051046998,-2.100381287782787,0.054635829471752974,0.18465679583707303,Not Significant
FBXO17,8.708339363045367,-0.4144659456752926,8.915572335883013,8.50110639020772,-1.2384729756853048,0.23731762945862023,0.4743895100726097,Not Significant
GREM2,1.6702408418422157,-0.41449364355861196,1.8774876636215216,1.4629940200629097,-0.4971440656302063,0.6262974481796837,0.8244905748425535,Not Significant
HTT,8.846538003101642,-0.4145287008851284,9.053802353544206,8.639273652659078,-1.3877390322751908,0.18705610254530033,0.41009138872820533,Not Significant
TMEM91,4.7732278009108615,-0.4146234062577694,4.980539504039746,4.565916097781977,-1.105520871613265,0.28669697762892327,0.5329667854831014,Not Significant
HAAO,1.297765951353945,-0.41474530010659527,1.5051386014072425,1.0903933013006473,-0.49993481953831637,0.6244152865090917,0.8232598529460392,Not Significant
MTOR,8.491741815023722,-0.4148126361206632,8.699148133084055,8.284335496963392,-6.824753783980135,7.03688288862125e-06,0.0007446619581144761,Not Significant
PC,8.205039463363187,-0.4149554564272506,8.412517191576812,7.997561735149562,-1.1139271632379546,0.2888961647937003,0.5354151426989828,Not Significant
